"ID","Description","DisGeNET_GeneRatio","DisGeNet_BgRatio","DisGeNet_pvalue","DisGeNet_p.adjust","DisGeNet_qvalue","ENTREZID","DisGeNEt_Count"
"C0031485","Phenylketonurias","1/95","83/21671",0.306041647648164,0.42496721328543,0.372291713669184,"4129",1
"C0033770","Prune Belly Syndrome","1/95","83/21671",0.306041647648164,0.42496721328543,0.372291713669184,"729230",1
"C0236018","Aura","1/95","83/21671",0.306041647648164,0.42496721328543,0.372291713669184,"6812",1
"C0751111","Awakening Epilepsy","1/95","83/21671",0.306041647648164,0.42496721328543,0.372291713669184,"6812",1
"C0853193","Bipolar I disorder","1/95","83/21671",0.306041647648164,0.42496721328543,0.372291713669184,"1958",1
"C2118460","Acute colitis","1/95","83/21671",0.306041647648164,0.42496721328543,0.372291713669184,"7108",1
"C2945759","aggressive cancer","1/95","83/21671",0.306041647648164,0.42496721328543,0.372291713669184,"6382",1
"C0004509","Azoospermia","2/95","254/21671",0.306222912831773,0.42499237502758,0.372313756565226,"2288/79017",2
"C0263361","Psoriasis vulgaris","2/95","255/21671",0.307839443463723,0.427008386700213,0.374079879731715,"930/729230",2
"C0019825","Hoarseness","1/95","84/21671",0.309095475861682,0.427158469294261,0.374211359300922,"2239",1
"C0020428","Hyperaldosteronism","1/95","84/21671",0.309095475861682,0.427158469294261,0.374211359300922,"1071",1
"C0037928","Spinal Cord Diseases","1/95","84/21671",0.309095475861682,0.427158469294261,0.374211359300922,"613",1
"C0079218","Fibromatosis, Aggressive","1/95","84/21671",0.309095475861682,0.427158469294261,0.374211359300922,"5792",1
"C0431371","Absence of septum pellucidum","1/95","84/21671",0.309095475861682,0.427158469294261,0.374211359300922,"9215",1
"C1519666","Tumor-Associated Vasculature","1/95","84/21671",0.309095475861682,0.427158469294261,0.374211359300922,"5328",1
"C1857108","Limitation of joint mobility","1/95","84/21671",0.309095475861682,0.427158469294261,0.374211359300922,"112",1
"C0085580","Essential Hypertension","3/95","445/21671",0.309808290108218,0.427916540684999,0.374875466291576,"729230/3778/4047",3
"C0014335","Enteritis","1/95","85/21671",0.312136006263921,0.429537399005555,0.376295416120434,"29851",1
"C0339525","Autosomal dominant retinitis pigmentosa","1/95","85/21671",0.312136006263921,0.429537399005555,0.376295416120434,"25794",1
"C0795690","Congenital omphalocele","1/95","85/21671",0.312136006263921,0.429537399005555,0.376295416120434,"2239",1
"C0857379","Abnormality of the pinna","1/95","85/21671",0.312136006263921,0.429537399005555,0.376295416120434,"2239",1
"C1536085","Geographic Atrophy","1/95","85/21671",0.312136006263921,0.429537399005555,0.376295416120434,"1071",1
"C1857042","Sparse scalp hair","1/95","85/21671",0.312136006263921,0.429537399005555,0.376295416120434,"10804",1
"C3662483","Allergic sensitization","1/95","85/21671",0.312136006263921,0.429537399005555,0.376295416120434,"29851",1
"C0021670","insulinoma","2/95","258/21671",0.31268483684067,0.430065469889094,0.376758031607054,"2864/1958",2
"C0013221","Drug toxicity","1/95","86/21671",0.315163296146481,0.431424270342397,0.377948406142971,"9456",1
"C0162809","Kallmann Syndrome","1/95","86/21671",0.315163296146481,0.431424270342397,0.377948406142971,"4692",1
"C0426970","Spastic Quadriplegia","1/95","86/21671",0.315163296146481,0.431424270342397,0.377948406142971,"6812",1
"C0494261","Combined immunodeficiency","1/95","86/21671",0.315163296146481,0.431424270342397,0.377948406142971,"29851",1
"C0750937","Ataxia, Appendicular","1/95","86/21671",0.315163296146481,0.431424270342397,0.377948406142971,"3748",1
"C0752166","Bardet-Biedl Syndrome","1/95","86/21671",0.315163296146481,0.431424270342397,0.377948406142971,"4692",1
"C0917713","Becker Muscular Dystrophy","1/95","86/21671",0.315163296146481,0.431424270342397,0.377948406142971,"9215",1
"C1847584","Distal sensory impairment","1/95","86/21671",0.315163296146481,0.431424270342397,0.377948406142971,"59345",1
"C4085590","Cone-Rod Dystrophies","1/95","86/21671",0.315163296146481,0.431424270342397,0.377948406142971,"10810",1
"C0039483","Giant Cell Arteritis","2/95","260/21671",0.315911354355612,0.431994266717254,0.378447750376001,"729230/640",2
"C2931852","Clear-cell metastatic renal cell carcinoma","2/95","260/21671",0.315911354355612,0.431994266717254,0.378447750376001,"3855/2324",2
"C0020429","Hyperalgesia","3/95","451/21671",0.317013896397578,0.433274501634675,0.379569297724609,"729230/2166/1511",3
"C0021843","Intestinal Obstruction","1/95","87/21671",0.318177402556769,0.434005711499483,0.380209872726893,"23205",1
"C0041755","Adverse reaction to drug","1/95","87/21671",0.318177402556769,0.434005711499483,0.380209872726893,"9456",1
"C4024818","Progressive night blindness","1/95","87/21671",0.318177402556769,0.434005711499483,0.380209872726893,"25794",1
"C0206624","Hepatoblastoma","3/95","452/21671",0.318215320139736,0.434005711499483,0.380209872726893,"5328/2239/23705",3
"C0278701","Gastric Adenocarcinoma","3/95","453/21671",0.319416851334426,0.435416482326625,0.381445775809323,"10253/5792/9700",3
"C0003492","Aortic coarctation","1/95","88/21671",0.321178382299038,0.436675201403441,0.382548474246958,"414",1
"C0016719","Friedreich Ataxia","1/95","88/21671",0.321178382299038,0.436675201403441,0.382548474246958,"3748",1
"C0086237","Epilepsy, Cryptogenic","1/95","88/21671",0.321178382299038,0.436675201403441,0.382548474246958,"6812",1
"C1279945","Acute interstitial pneumonia","1/95","88/21671",0.321178382299038,0.436675201403441,0.382548474246958,"729230",1
"C4020969","Inflammatory abnormality of the eye","1/95","88/21671",0.321178382299038,0.436675201403441,0.382548474246958,"7108",1
"C1536220","ST segment elevation myocardial infarction","2/95","264/21671",0.322354536621536,0.438045679655243,0.383749079095895,"729230/6382",2
"C0001787","Osteoporosis, Age-Related","1/95","89/21671",0.324166291935399,0.439133224384667,0.384701820574182,"11343",1
"C0003119","Anophthalmos","1/95","89/21671",0.324166291935399,0.439133224384667,0.384701820574182,"9215",1
"C0014553","Absence Epilepsy","1/95","89/21671",0.324166291935399,0.439133224384667,0.384701820574182,"1958",1
"C0015923","Fetal Alcohol Syndrome","1/95","89/21671",0.324166291935399,0.439133224384667,0.384701820574182,"613",1
"C0022679","Cystic kidney","1/95","89/21671",0.324166291935399,0.439133224384667,0.384701820574182,"112",1
"C0578870","Chronic idiopathic urticaria","1/95","89/21671",0.324166291935399,0.439133224384667,0.384701820574182,"29851",1
"C0001623","Adrenal gland hypofunction","1/95","90/21671",0.327141187786856,0.441147804653403,0.386466689762027,"4692",1
"C0005845","Blood urea nitrogen measurement","1/95","90/21671",0.327141187786856,0.441147804653403,0.386466689762027,"29842",1
"C0020517","Hypersensitivity","1/95","90/21671",0.327141187786856,0.441147804653403,0.386466689762027,"729230",1
"C0029118","Opportunistic Infections","1/95","90/21671",0.327141187786856,0.441147804653403,0.386466689762027,"729230",1
"C0280483","Adult Anaplastic Astrocytoma","1/95","90/21671",0.327141187786856,0.441147804653403,0.386466689762027,"115650",1
"C1266025","Traditional Serrated Adenoma","1/95","90/21671",0.327141187786856,0.441147804653403,0.386466689762027,"3855",1
"C4551548","Grade III Childhood Astrocytoma","1/95","90/21671",0.327141187786856,0.441147804653403,0.386466689762027,"115650",1
"C0152021","Congenital heart disease","2/95","267/21671",0.327177565677687,0.441147804653403,0.386466689762027,"3198/1958",2
"C1314691","Age at menarche","2/95","267/21671",0.327177565677687,0.441147804653403,0.386466689762027,"57419/23705",2
"C0729353","Subfertility","1/95","91/21671",0.330103125934311,0.443639718574516,0.388649726182261,"3292",1
"C0740277","Bile duct carcinoma","1/95","91/21671",0.330103125934311,0.443639718574516,0.388649726182261,"11067",1
"C1862389","ATRIAL SEPTAL DEFECT 1","1/95","91/21671",0.330103125934311,0.443639718574516,0.388649726182261,"414",1
"C1956089","Osteophyte","1/95","91/21671",0.330103125934311,0.443639718574516,0.388649726182261,"729230",1
"C3839868","Cytogenetically normal acute myeloid leukemia","1/95","91/21671",0.330103125934311,0.443639718574516,0.388649726182261,"930",1
"C4721507","Alveolitis, Fibrosing","1/95","91/21671",0.330103125934311,0.443639718574516,0.388649726182261,"729230",1
"C0022578","Keratoconus","2/95","269/21671",0.330388120550695,0.443639718574516,0.388649726182261,"25794/1511",2
"C0524587","Mean Corpuscular Volume (result)","2/95","269/21671",0.330388120550695,0.443639718574516,0.388649726182261,"60468/9911",2
"C0018553","Hamartoma Syndrome, Multiple","2/95","270/21671",0.331991891867191,0.445334128894971,0.390134111099827,"414/6382",2
"C0940937","precancerous lesions","2/95","270/21671",0.331991891867191,0.445334128894971,0.390134111099827,"5423/1958",2
"C0020305","Hydrops Fetalis","1/95","92/21671",0.333052162219587,0.445609081963032,0.39037498320875,"2324",1
"C0431904","Ulnar polydactyly of fingers","1/95","92/21671",0.333052162219587,0.445609081963032,0.39037498320875,"2239",1
"C0730285","Diabetic macular edema","1/95","92/21671",0.333052162219587,0.445609081963032,0.39037498320875,"729230",1
"C1184923","Lumbar hyperlordosis","1/95","92/21671",0.333052162219587,0.445609081963032,0.39037498320875,"414",1
"C1456873","alpha^+^ Thalassemia","1/95","92/21671",0.333052162219587,0.445609081963032,0.39037498320875,"930",1
"C0424503","Dysmorphic facies","2/95","271/21671",0.33359462991581,0.445876865536524,0.39060957449568,"3748/2324",2
"C4551583","Cerebral cortical atrophy","2/95","271/21671",0.33359462991581,0.445876865536524,0.39060957449568,"9215/6812",2
"C0016529","Forced expiratory volume function","2/95","272/21671",0.335196313064325,0.44655594775609,0.39120448317414,"2288/11343",2
"C0016842","Congenital pectus excavatum","2/95","272/21671",0.335196313064325,0.44655594775609,0.39120448317414,"2239/3855",2
"C0006272","Bronchiolitis Obliterans","1/95","93/21671",0.335988352246425,0.44655594775609,0.39120448317414,"729230",1
"C0014548","Epilepsy, Generalized","1/95","93/21671",0.335988352246425,0.44655594775609,0.39120448317414,"3778",1
"C0034065","Pulmonary Embolism","1/95","93/21671",0.335988352246425,0.44655594775609,0.39120448317414,"5328",1
"C0242488","Acute Lung Injury","1/95","93/21671",0.335988352246425,0.44655594775609,0.39120448317414,"5328",1
"C0438696","Suicidal","1/95","93/21671",0.335988352246425,0.44655594775609,0.39120448317414,"3855",1
"C0566620","Nasal voice","1/95","93/21671",0.335988352246425,0.44655594775609,0.39120448317414,"4692",1
"C0836924","Thrombocytosis","1/95","93/21671",0.335988352246425,0.44655594775609,0.39120448317414,"613",1
"C1368898","Adult Teratoma","1/95","93/21671",0.335988352246425,0.44655594775609,0.39120448317414,"2239",1
"C3887898","Infantile Spasm","1/95","93/21671",0.335988352246425,0.44655594775609,0.39120448317414,"6812",1
"C0747845","early pregnancy","2/95","273/21671",0.336796919885822,0.447402333657606,0.391945957922897,"2288/2166",2
"C0039685","Tetralogy of Fallot","2/95","274/21671",0.338396429157343,0.447927504996855,0.392406033269292,"3198/2324",2
"C0007140","Carcinosarcoma","1/95","94/21671",0.338911751381497,0.447927504996855,0.392406033269292,"23705",1
"C0010308","Congenital Hypothyroidism","1/95","94/21671",0.338911751381497,0.447927504996855,0.392406033269292,"1958",1
"C0015696","Fatty Liver, Alcoholic","1/95","94/21671",0.338911751381497,0.447927504996855,0.392406033269292,"5328",1
"C0026946","Mycoses","1/95","94/21671",0.338911751381497,0.447927504996855,0.392406033269292,"613",1
"C0035436","Rheumatic Fever","1/95","94/21671",0.338911751381497,0.447927504996855,0.392406033269292,"613",1
"C0085583","Choreoathetosis","1/95","94/21671",0.338911751381497,0.447927504996855,0.392406033269292,"6812",1
"C0162635","Angelman Syndrome","1/95","94/21671",0.338911751381497,0.447927504996855,0.392406033269292,"4692",1
"C0686347","Tardive Dyskinesia","1/95","94/21671",0.338911751381497,0.447927504996855,0.392406033269292,"4129",1
"C3714760","Drug-induced tardive dyskinesia","1/95","94/21671",0.338911751381497,0.447927504996855,0.392406033269292,"4129",1
"C0032927","Precancerous Conditions","3/95","471/21671",0.341049315786013,0.450403333554792,0.394574978137908,"5328/6382/11343",3
"C0006840","Candidiasis","1/95","95/21671",0.341822414755403,0.450403333554792,0.394574978137908,"613",1
"C0152020","Gastroparesis","1/95","95/21671",0.341822414755403,0.450403333554792,0.394574978137908,"2166",1
"C0154251","Lipid Metabolism Disorders","1/95","95/21671",0.341822414755403,0.450403333554792,0.394574978137908,"6272",1
"C0205824","Liposarcoma, Dedifferentiated","1/95","95/21671",0.341822414755403,0.450403333554792,0.394574978137908,"6382",1
"C2347762","Childhood Teratoma","1/95","95/21671",0.341822414755403,0.450403333554792,0.394574978137908,"2239",1
"C0853879","Invasive carcinoma of breast","3/95","473/21671",0.34345187997457,0.452245672745215,0.396188955858825,"5328/56288/6382",3
"C0000833","Abscess","1/95","96/21671",0.344720397263663,0.452245672745215,0.396188955858825,"2288",1
"C0042510","Ventricular Fibrillation","1/95","96/21671",0.344720397263663,0.452245672745215,0.396188955858825,"5328",1
"C0086743","Osteoarthrosis Deformans","1/95","96/21671",0.344720397263663,0.452245672745215,0.396188955858825,"5333",1
"C0156147","Crohn's disease of large bowel","1/95","96/21671",0.344720397263663,0.452245672745215,0.396188955858825,"60468",1
"C0751674","Lymphangioleiomyomatosis","1/95","96/21671",0.344720397263663,0.452245672745215,0.396188955858825,"5328",1
"C1510885","Angiogenic Switch","1/95","96/21671",0.344720397263663,0.452245672745215,0.396188955858825,"1958",1
"C0003486","Aortic Aneurysm","2/95","278/21671",0.344783073348175,0.452245672745215,0.396188955858825,"613/1958",2
"C0028259","Nodule","2/95","278/21671",0.344783073348175,0.452245672745215,0.396188955858825,"729230/112",2
"C0014072","Experimental Autoimmune Encephalomyelitis","1/95","97/21671",0.347605753567717,0.45526042636697,0.398830024997915,"729230",1
"C0919747","Cytokine storm","1/95","97/21671",0.347605753567717,0.45526042636697,0.398830024997915,"729230",1
"C4551488","Bifid uvula","1/95","97/21671",0.347605753567717,0.45526042636697,0.398830024997915,"9215",1
"C0085413","Polycystic Kidney, Autosomal Dominant","2/95","280/21671",0.347969273113606,0.45550751580952,0.399046487231049,"112/5792",2
"C0017668","Focal glomerulosclerosis","2/95","281/21671",0.349560522145066,0.456955251121033,0.400314772979251,"729230/5328",2
"C0011119","Decompression Sickness","1/95","98/21671",0.350478538095902,0.456955251121033,0.400314772979251,"1958",1
"C0024899","Mastocytosis","1/95","98/21671",0.350478538095902,0.456955251121033,0.400314772979251,"613",1
"C0031039","Pericardial effusion","1/95","98/21671",0.350478538095902,0.456955251121033,0.400314772979251,"2324",1
"C0424230","Motor retardation","1/95","98/21671",0.350478538095902,0.456955251121033,0.400314772979251,"6812",1
"C0521585","Gastrointestinal mucositis","1/95","98/21671",0.350478538095902,0.456955251121033,0.400314772979251,"613",1
"C0554970","Pallor of optic disc","1/95","98/21671",0.350478538095902,0.456955251121033,0.400314772979251,"3748",1
"C0917805","Transient Cerebral Ischemia","1/95","98/21671",0.350478538095902,0.456955251121033,0.400314772979251,"23705",1
"C0520679","Sleep Apnea, Obstructive","3/95","480/21671",0.351856036682186,0.458521748652874,0.401687100143219,"930/7108/51327",3
"C0042341","Varicocele","1/95","99/21671",0.353338805044444,0.459993796672052,0.402976684992427,"11343",1
"C0810364","Cleft Lip with or without Cleft Palate","1/95","99/21671",0.353338805044444,0.459993796672052,0.402976684992427,"10253",1
"C0085110","Severe Combined Immunodeficiency","2/95","284/21671",0.354326630739156,0.4610493871506,0.403901433010406,"930/5328",2
"C0027059","Myocarditis","2/95","285/21671",0.355912723249238,0.46185471121245,0.40460693561313,"729230/29851",2
"C0001857","AIDS related complex","1/95","100/21671",0.356186608378431,0.46185471121245,0.40460693561313,"4047",1
"C0019151","Hepatic Encephalopathy","1/95","100/21671",0.356186608378431,0.46185471121245,0.40460693561313,"4129",1
"C0019337","Heroin Dependence","1/95","100/21671",0.356186608378431,0.46185471121245,0.40460693561313,"2166",1
"C0340629","Aortic aneurysm without mention of rupture NOS","1/95","100/21671",0.356186608378431,0.46185471121245,0.40460693561313,"1958",1
"C0349530","Early gastric cancer","1/95","100/21671",0.356186608378431,0.46185471121245,0.40460693561313,"79017",1
"C1636149","Macular dystrophy, corneal type 1","1/95","100/21671",0.356186608378431,0.46185471121245,0.40460693561313,"930",1
"C0002382","Alveolar Bone Loss","1/95","101/21671",0.359022001832794,0.463197211974973,0.405783030836141,"7108",1
"C0278592","Adult Angiosarcoma","1/95","101/21671",0.359022001832794,0.463197211974973,0.405783030836141,"2324",1
"C0279988","Childhood Angiosarcoma","1/95","101/21671",0.359022001832794,0.463197211974973,0.405783030836141,"2324",1
"C0852949","Arteriopathic disease","1/95","101/21671",0.359022001832794,0.463197211974973,0.405783030836141,"1071",1
"C4021786","Atypical scarring of skin","1/95","101/21671",0.359022001832794,0.463197211974973,0.405783030836141,"25794",1
"C0003130","Anoxia","2/95","287/21671",0.359080879184875,0.463197211974973,0.405783030836141,"3778/1958",2
"C1306759","Eosinophilic disorder","2/95","288/21671",0.360662905414371,0.463197211974973,0.405783030836141,"613/2288",2
"C1960398","HER2-positive carcinoma of breast","2/95","288/21671",0.360662905414371,0.463197211974973,0.405783030836141,"729230/2324",2
"C0003706","Arachnodactyly","1/95","102/21671",0.36184503891327,0.463197211974973,0.405783030836141,"613",1
"C0013295","Duodenal Ulcer","1/95","102/21671",0.36184503891327,0.463197211974973,0.405783030836141,"1958",1
"C0022333","Jacksonian Seizure","1/95","102/21671",0.36184503891327,0.463197211974973,0.405783030836141,"2166",1
"C0035439","Rheumatic Heart Disease","1/95","102/21671",0.36184503891327,0.463197211974973,0.405783030836141,"3662",1
"C0042170","Uveomeningoencephalitic Syndrome","1/95","102/21671",0.36184503891327,0.463197211974973,0.405783030836141,"60468",1
"C0339543","Epiretinal Membrane","1/95","102/21671",0.36184503891327,0.463197211974973,0.405783030836141,"3778",1
"C0422850","Seizures, Somatosensory","1/95","102/21671",0.36184503891327,0.463197211974973,0.405783030836141,"2166",1
"C0422852","Seizures, Auditory","1/95","102/21671",0.36184503891327,0.463197211974973,0.405783030836141,"2166",1
"C0422853","Olfactory seizure","1/95","102/21671",0.36184503891327,0.463197211974973,0.405783030836141,"2166",1
"C0422854","Gustatory seizure","1/95","102/21671",0.36184503891327,0.463197211974973,0.405783030836141,"2166",1
"C0422855","Vertiginous seizure","1/95","102/21671",0.36184503891327,0.463197211974973,0.405783030836141,"2166",1
"C0686377","CNS metastases","1/95","102/21671",0.36184503891327,0.463197211974973,0.405783030836141,"613",1
"C0751056","Non-epileptic convulsion","1/95","102/21671",0.36184503891327,0.463197211974973,0.405783030836141,"2166",1
"C0751110","Single Seizure","1/95","102/21671",0.36184503891327,0.463197211974973,0.405783030836141,"2166",1
"C0751123","Atonic Absence Seizures","1/95","102/21671",0.36184503891327,0.463197211974973,0.405783030836141,"2166",1
"C0751496","Seizures, Sensory","1/95","102/21671",0.36184503891327,0.463197211974973,0.405783030836141,"2166",1
"C3495874","Nonepileptic Seizures","1/95","102/21671",0.36184503891327,0.463197211974973,0.405783030836141,"2166",1
"C4505436","Generalized Absence Seizures","1/95","102/21671",0.36184503891327,0.463197211974973,0.405783030836141,"2166",1
"C0041341","Tuberous Sclerosis","2/95","289/21671",0.362243539329436,0.463479577580148,0.406030396684013,"5333/2324",2
"C0162565","Acute intermittent porphyria","1/95","103/21671",0.364655772897379,0.465651121763565,0.407932773808833,"729230",1
"C0751265","Learning Disabilities","1/95","103/21671",0.364655772897379,0.465651121763565,0.407932773808833,"414",1
"C1837142","Poor suck","1/95","103/21671",0.364655772897379,0.465651121763565,0.407932773808833,"4692",1
"C1849265","Overgrowth","1/95","103/21671",0.364655772897379,0.465651121763565,0.407932773808833,"6812",1
"C3714514","Infection","3/95","491/21671",0.365040343784942,0.465913814580976,0.408162905348644,"3824/5328/29851",3
"C0018777","Conductive hearing loss","2/95","291/21671",0.36540055784984,0.466145177864267,0.408365590710064,"25794/10804",2
"C0008297","Choanal Atresia","1/95","104/21671",0.367454256835377,0.467391767117264,0.409457662838763,"613",1
"C0085077","Sweet Syndrome","1/95","104/21671",0.367454256835377,0.467391767117264,0.409457662838763,"613",1
"C0175693","Russell-Silver syndrome","1/95","104/21671",0.367454256835377,0.467391767117264,0.409457662838763,"3201",1
"C0175702","Williams Syndrome","1/95","104/21671",0.367454256835377,0.467391767117264,0.409457662838763,"414",1
"C0205748","Dysplastic Nevus","1/95","104/21671",0.367454256835377,0.467391767117264,0.409457662838763,"23705",1
"C1841972","Glucocorticoid Receptor Deficiency","1/95","104/21671",0.367454256835377,0.467391767117264,0.409457662838763,"2288",1
"C0856825","Acute GVH disease","2/95","294/21671",0.370125195737676,0.469560183033561,0.411357299451161,"930/2324",2
"C0014868","Esophagitis","1/95","105/21671",0.370240543551223,0.469560183033561,0.411357299451161,"8038",1
"C0023976","Long QT Syndrome","1/95","105/21671",0.370240543551223,0.469560183033561,0.411357299451161,"23205",1
"C0342276","Maturity onset diabetes mellitus in young","1/95","105/21671",0.370240543551223,0.469560183033561,0.411357299451161,"640",1
"C1378050","Oncocytic Neoplasm","1/95","105/21671",0.370240543551223,0.469560183033561,0.411357299451161,"3855",1
"C4021759","Generalized myoclonic seizures","1/95","105/21671",0.370240543551223,0.469560183033561,0.411357299451161,"6812",1
"C0005744","Blepharophimosis","1/95","106/21671",0.373014685643527,0.471700609757955,0.413232416185573,"613",1
"C0023646","Lichen Planus","1/95","106/21671",0.373014685643527,0.471700609757955,0.413232416185573,"2324",1
"C0037268","Skin Abnormalities","1/95","106/21671",0.373014685643527,0.471700609757955,0.413232416185573,"4047",1
"C1258666","Myxoid cyst","1/95","106/21671",0.373014685643527,0.471700609757955,0.413232416185573,"4129",1
"C1411966","Clostridium; difficile (disorder)","1/95","106/21671",0.373014685643527,0.471700609757955,0.413232416185573,"729230",1
"C1839758","Narrow forehead","1/95","106/21671",0.373014685643527,0.471700609757955,0.413232416185573,"4692",1
"C0235782","Gallbladder Carcinoma","3/95","498/21671",0.373410754703589,0.471972351287166,0.413470474832034,"11067/1071/6382",3
"C0242363","Islet Cell Tumor","1/95","108/21671",0.378526745230932,0.477280818647908,0.418120947501228,"2864",1
"C0270844","Tonic Seizures","1/95","108/21671",0.378526745230932,0.477280818647908,0.418120947501228,"2166",1
"C0575802","Small hand","1/95","108/21671",0.378526745230932,0.477280818647908,0.418120947501228,"4692",1
"C1962966","Retinopathy, CTCAE","1/95","108/21671",0.378526745230932,0.477280818647908,0.418120947501228,"640",1
"C3665419","intracranial glioma","1/95","108/21671",0.378526745230932,0.477280818647908,0.418120947501228,"5328",1
"C0000822","Abortion, Tubal","1/95","109/21671",0.381264766805067,0.479109849265412,0.419723266272315,"3292",1
"C0005823","Blood Pressure","1/95","109/21671",0.381264766805067,0.479109849265412,0.419723266272315,"3778",1
"C0015302","External exotoses","1/95","109/21671",0.381264766805067,0.479109849265412,0.419723266272315,"729230",1
"C0020625","Hyponatremia","1/95","109/21671",0.381264766805067,0.479109849265412,0.419723266272315,"930",1
"C0266362","Ambiguous Genitalia","1/95","109/21671",0.381264766805067,0.479109849265412,0.419723266272315,"114034",1
"C1306710","Facial asymmetry","1/95","109/21671",0.381264766805067,0.479109849265412,0.419723266272315,"613",1
"C3830362","Early Pregnancy Loss","1/95","109/21671",0.381264766805067,0.479109849265412,0.419723266272315,"3292",1
"C0000737","Abdominal Pain","2/95","302/21671",0.382657072210819,0.480627614806742,0.421052901869286,"2166/9700",2
"C0001883","Airway Obstruction","1/95","110/21671",0.383990851915609,0.481606244217699,0.421910228291331,"6382",1
"C0011206","Delirium","1/95","110/21671",0.383990851915609,0.481606244217699,0.421910228291331,"930",1
"C0349782","Ischemic cardiomyopathy","1/95","110/21671",0.383990851915609,0.481606244217699,0.421910228291331,"7108",1
"C0042963","Vomiting","2/95","303/21671",0.384216390555914,0.481657217227217,0.42195488309874,"414/2166",2
"C0012236","DiGeorge Syndrome","1/95","111/21671",0.386705052048628,0.48361337522164,0.423668571565013,"613",1
"C0026267","Mitral Valve Prolapse Syndrome","1/95","111/21671",0.386705052048628,0.48361337522164,0.423668571565013,"5328",1
"C0151514","Atrophic condition of skin","1/95","111/21671",0.386705052048628,0.48361337522164,0.423668571565013,"2288",1
"C0278134","Absence of sensation","1/95","111/21671",0.386705052048628,0.48361337522164,0.423668571565013,"2166",1
"C1168327","High-Grade Prostatic Intraepithelial Neoplasia","1/95","111/21671",0.386705052048628,0.48361337522164,0.423668571565013,"56288",1
"C0541794","Skeletal muscle atrophy","2/95","306/21671",0.388884408886723,0.484666184957301,0.424590883518508,"9215/114034",2
"C0035369","Retroviridae Infections","1/95","112/21671",0.389407418470492,0.484666184957301,0.424590883518508,"3662",1
"C0085129","Bronchial Hyperreactivity","1/95","112/21671",0.389407418470492,0.484666184957301,0.424590883518508,"729230",1
"C0206733","Strawberry nevus of skin","1/95","112/21671",0.389407418470492,0.484666184957301,0.424590883518508,"2324",1
"C0221629","Proximal muscle weakness","1/95","112/21671",0.389407418470492,0.484666184957301,0.424590883518508,"9215",1
"C0266999","Vesicular Stomatitis","1/95","112/21671",0.389407418470492,0.484666184957301,0.424590883518508,"930",1
"C1277241","Delayed myelination","1/95","112/21671",0.389407418470492,0.484666184957301,0.424590883518508,"6812",1
"C1837770","Sparse hair","1/95","112/21671",0.389407418470492,0.484666184957301,0.424590883518508,"10804",1
"C2937421","Prostatic Hyperplasia","1/95","112/21671",0.389407418470492,0.484666184957301,0.424590883518508,"1958",1
"C3161330","Profound intellectual disabilities","1/95","112/21671",0.389407418470492,0.484666184957301,0.424590883518508,"9215",1
"C0010038","Corneal Opacity","1/95","113/21671",0.392098002228797,0.487084070484509,0.426709067505977,"9215",1
"C0025007","Measles","1/95","113/21671",0.392098002228797,0.487084070484509,0.426709067505977,"930",1
"C0206638","Giant Cell Tumor of Bone","1/95","113/21671",0.392098002228797,0.487084070484509,0.426709067505977,"3198",1
"C0240310","Hypoplasia of the maxilla","1/95","113/21671",0.392098002228797,0.487084070484509,0.426709067505977,"2239",1
"C0018621","Hay fever","1/95","114/21671",0.394776854153292,0.489245340185217,0.428602443689888,"729230",1
"C0019340","Herpes NOS","1/95","114/21671",0.394776854153292,0.489245340185217,0.428602443689888,"2288",1
"C0206669","Hepatocellular Adenoma","1/95","114/21671",0.394776854153292,0.489245340185217,0.428602443689888,"640",1
"C0266617","Congenital anomaly of face","1/95","114/21671",0.394776854153292,0.489245340185217,0.428602443689888,"6812",1
"C1510502","Oxyphilic Adenoma","1/95","114/21671",0.394776854153292,0.489245340185217,0.428602443689888,"3855",1
"C0027831","Neurofibromatosis 1","2/95","311/21671",0.396630404910919,0.491148806808327,0.430269971981191,"930/4782",2
"C0029231","Organic Mental Disorders, Substance-Induced","1/95","115/21671",0.397444024856796,0.491148806808327,0.430269971981191,"2166",1
"C0149940","Sciatic Neuropathy","1/95","115/21671",0.397444024856796,0.491148806808327,0.430269971981191,"5328",1
"C3665386","Abnormal vision","1/95","115/21671",0.397444024856796,0.491148806808327,0.430269971981191,"4047",1
"C4021726","EMG: myopathic abnormalities","1/95","115/21671",0.397444024856796,0.491148806808327,0.430269971981191,"9215",1
"C4316881","Prescription Drug Abuse","1/95","115/21671",0.397444024856796,0.491148806808327,0.430269971981191,"2166",1
"C0151313","Sensory neuropathy","1/95","116/21671",0.400099564736115,0.493727790685732,0.432529285869953,"729230",1
"C0205644","Carcinoma, Granular Cell","1/95","116/21671",0.400099564736115,0.493727790685732,0.432529285869953,"5328",1
"C0234133","Extrapyramidal sign","1/95","116/21671",0.400099564736115,0.493727790685732,0.432529285869953,"4129",1
"C0012739","Disseminated Intravascular Coagulation","1/95","117/21671",0.402743523972955,0.494181290602707,0.432926573604068,"6382",1
"C0024291","Lymphohistiocytosis, Hemophagocytic","1/95","117/21671",0.402743523972955,0.494181290602707,0.432926573604068,"23205",1
"C0042487","Venous Thrombosis","1/95","117/21671",0.402743523972955,0.494181290602707,0.432926573604068,"5328",1
